NDB_No;Shrt_Desc;Water_(g);Energ_Kcal;Protein_(g);Lipid_Tot_(g);Carbohydrt_(g);Fiber_TD_(g);Sugar_Tot_(g);Iron_(mg);Cholestrl_(mg)
17057;"LAMB,DOM,SHLDR,BLADE,LN,1/4""FAT,CHOIC,CKD,BRLD";6246;211;2548;1132;0;0;;181;91
17056;"LAMB,DOM,SHLDR,BLADE,LN,1/4""FAT,CHOIC,CKD,BRSD";4964;288;3235;1664;0;0;;26;117
17058;"LAMB,DOM,SHLDR,BLADE,LN,1/4""FAT,CHOIC,CKD,RSTD";6282;209;2461;1157;0;0;;207;87
17055;"LAMB,DOM,SHLDR,BLADE,LN,1/4""FAT,CHOIC,RAW";7236;151;1929;763;0;0;;162;67
17037;"LAMB,DOM,SHLDR,WHL (ARM&BLD),LN&FAT,1/4""FAT,CHOIC,CKD,BRLD";5503;278;2442;1926;0;0;;203;97
17036;"LAMB,DOM,SHLDR,WHL (ARM&BLD),LN&FAT,1/4""FAT,CHOIC,CKD,BRSD";452;344;2868;2455;0;0;;24;116
17038;"LAMB,DOM,SHLDR,WHL (ARM&BLD),LN&FAT,1/4""FAT,CHOIC,CKD,RSTD";5626;276;2251;1997;0;0;0;197;92
17035;"LAMB,DOM,SHLDR,WHL (ARM&BLD),LN&FAT,1/4""FAT,CHOIC,RAW";6139;264;1658;2145;0;0;0;15;72
17244;"LAMB,DOM,SHLDR,WHL (ARM&BLD),LN&FAT,1/8""FAT,CHOIC,CKD,BRLD";567;268;2384;1839;0;0;;183;95
17243;"LAMB,DOM,SHLDR,WHL (ARM&BLD),LN&FAT,1/8""FAT,CHOIC,CKD,BRSD";4546;338;2946;2357;0;0;;239;117
17245;"LAMB,DOM,SHLDR,WHL (ARM&BLD),LN&FAT,1/8""FAT,CHOIC,CKD,RSTD";5698;269;227;1908;0;0;;197;91
17242;"LAMB,DOM,SHLDR,WHL (ARM&BLD),LN&FAT,1/8""FAT,CHOIC,RAW";6336;244;1707;1896;0;0;;153;71
17041;"LAMB,DOM,SHLDR,WHL (ARM&BLD),LN,1/4""FAT,CHOIC,CKD,BRLD";6138;210;2712;105;0;0;0;219;93
17040;"LAMB,DOM,SHLDR,WHL (ARM&BLD),LN,1/4""FAT,CHOIC,CKD,BRSD";4996;283;3281;1589;0;0;;267;117
17042;"LAMB,DOM,SHLDR,WHL (ARM&BLD),LN,1/4""FAT,CHOIC,CKD,RSTD";6332;204;2494;1077;0;0;0;213;87
17039;"LAMB,DOM,SHLDR,WHL (ARM&BLD),LN,1/4""FAT,CHOIC,RAW";7299;144;1955;676;0;0;0;166;66
17225;LAMB,GROUND,CKD,BRLD;5509;283;2475;1965;0;0;0;179;97
17224;LAMB,GROUND,RAW;5947;282;1656;2341;0;0;0;155;73
17357;LAMB,NZ,IMP,BRAINS,CKD,SOAKED & FRIED;7311;154;1403;1092;0;0;0;121;2559
17358;LAMB,NZ,IMP,BRAINS,RAW;7852;118;1133;803;0;0;0;107;2100
17359;LAMB,NZ,IMP,BREAST,LN,CKD,BRSD;5477;270;2816;1753;0;0;0;189;102
17360;LAMB,NZ,IMP,BREAST,LN,RAW;7169;149;1831;798;102;0;0;115;65
17361;LAMB,NZ,IMP,CHUMP,BNLESS,LN,CKD,FAST RSTD;7059;142;2369;527;0;0;0;173;74
17363;LAMB,NZ,IMP,CHUMP,BNLESS,LN,RAW;7458;121;2168;383;0;0;0;152;65
17401;LAMB,NZ,IMP,FLAP,BNLESS,LN & FAT,CKD,BRSD;4782;376;2048;3263;14;0;0;111;76
17402;LAMB,NZ,IMP,FLAP,BNLESS,LN & FAT,RAW;5439;337;1617;3014;27;0;0;84;64
17365;LAMB,NZ,IMP,FLAP,BNLESS,LN,CKD,BRSD;6009;234;2788;136;0;0;0;121;78
17366;LAMB,NZ,IMP,FLAP,BNLESS,LN,RAW;6949;180;2172;1031;0;0;0;96;58
17069;LAMB,NZ,IMP,FORE-SHANK,LN & FAT,CKD,BRSD;5558;256;3035;1499;3;0;0;211;110
17068;LAMB,NZ,IMP,FORE-SHANK,LN & FAT,RAW;6869;183;2009;1138;9;0;0;128;66
17071;LAMB,NZ,IMP,FORE-SHANK,LN,CKD,BRSD;5933;209;3331;84;0;0;0;224;115
17070;LAMB,NZ,IMP,FORE-SHANK,LN,RAW;7449;122;2205;377;0;0;0;137;65
17067;LAMB,NZ,IMP,FRZ,COMP OF RTL CUTS,FAT,CKD;2612;586;972;6039;0;0;;139;109
17066;LAMB,NZ,IMP,FRZ,COMP OF RTL CUTS,FAT,RAW;2556;640;692;6763;0;0;;114;87
17255;"LAMB,NZ,IMP,FRZ,COMP OF RTL CUTS,LN & FAT,1/8"" FAT,CKD";548;270;2526;1798;0;0;;208;106
17254;"LAMB,NZ,IMP,FRZ,COMP OF RTL CUTS,LN & FAT,1/8"" FAT,RAW";6403;232;1795;172;0;0;;154;77
17063;LAMB,NZ,IMP,FRZ,COMP OF RTL CUTS,LN&FAT,CKD;5115;305;2442;2226;0;0;;21;109
17062;LAMB,NZ,IMP,FRZ,COMP OF RTL CUTS,LN&FAT,RAW;598;277;1674;2274;0;0;;149;78
17065;LAMB,NZ,IMP,FRZ,COMP OF RTL CUTS,LN,CKD;5995;206;2959;886;0;0;;235;109
17064;LAMB,NZ,IMP,FRZ,COMP OF RTL CUTS,LN,RAW;7378;128;2075;441;0;0;;164;74
17257;"LAMB,NZ,IMP,FRZ,FORESHANK,LN & FAT,1/8"" FAT,CKD,BRSD";5676;258;2697;1583;0;0;;207;102
17256;"LAMB,NZ,IMP,FRZ,FORESHANK,LN & FAT,1/8"" FAT,RAW";6602;223;1804;1615;0;0;;149;71
17258;"LAMB,NZ,IMP,FRZ,LEG,WHL (SHK&SIRL),LN & FAT,1/8"" FAT,RAW";6705;201;1876;1337;0;0;;16;75
17259;"LAMB,NZ,IMP,FRZ,LEG,WHL (SHK&SIRL),LN & FAT,1/8"",CKD,RSTD";5901;234;2534;1395;0;0;;213;101
17073;LAMB,NZ,IMP,FRZ,LEG,WHL (SHK&SIRL),LN&FAT,CKD,RSTD;5787;246;2481;1556;0;0;;21;101
17075;LAMB,NZ,IMP,FRZ,LEG,WHL (SHK&SIRL),LN,CKD,RSTD;6392;181;2768;701;0;0;;224;100
17261;"LAMB,NZ,IMP,FRZ,LOIN,LN & FAT,1/8"" FAT,CKD,BRLD";5217;296;2441;2128;0;0;;21;113
17260;"LAMB,NZ,IMP,FRZ,LOIN,LN & FAT,1/8"" FAT,RAW";5995;273;1718;221;0;0;;159;82
17077;LAMB,NZ,IMP,FRZ,LOIN,LN&FAT,CKD,BRLD;5044;315;2343;2388;0;0;0;205;112
17079;LAMB,NZ,IMP,FRZ,LOIN,LN,CKD,BRLD;6086;199;2931;824;0;0;;234;114
17263;"LAMB,NZ,IMP,FRZ,RIB,LN & FAT,1/8"" FAT,CKD,RSTD";5247;317;1986;2574;0;0;;174;99
17262;"LAMB,NZ,IMP,FRZ,RIB,LN&FAT,1/8""FAT,RAW";5661;311;1587;27;0;0;;143;80
17265;"LAMB,NZ,IMP,FRZ,SHDR,WHL (ARM&BLD),LN & FAT,1/8"",CKD,BRSD";4373;342;2943;2403;0;0;;216;123
17264;"LAMB,NZ,IMP,FRZ,SHLDR,WHL (ARM&BLD),LN & FAT,1/8"",RAW";62;251;1719;1974;0;0;;136;74
17085;LAMB,NZ,IMP,FRZ,SHLDR,WHL (ARM&BLD),LN&FAT,CKD,BRSD;4264;357;2821;2627;0;0;;211;123
17087;LAMB,NZ,IMP,FRZ,SHLDR,WHL (ARM&BLD),LN,CKD,BRSD;4786;285;3406;155;0;0;;234;127
17370;LAMB,NZ,IMP,GROUND LAMB,CKD,BRSD;6659;192;226;1134;0;0;0;127;71
17371;LAMB,NZ,IMP,GROUND LAMB,RAW;6929;193;2033;1241;0;0;0;104;63
17372;LAMB,NZ,IMP,HEART,CKD,SOAKED & SIMMRD;6665;161;2626;621;0;0;0;494;186
17373;LAMB,NZ,IMP,HEART,RAW;7784;105;1809;368;0;0;0;329;119
17403;LAMB,NZ,IMP,HIND-SHANK,LN & FAT,CKD,BRSD;5687;247;2959;1422;4;0;0;199;111
17404;LAMB,NZ,IMP,HIND-SHANK,LN & FAT,RAW;6784;186;1839;1212;73;0;0;134;64
17390;LAMB,NZ,IMP,HIND-SHANK,LN,CKD,BRSD;6093;196;325;737;0;0;0;212;115
17391;LAMB,NZ,IMP,HIND-SHANK,LN,RAW;7449;115;204;335;73;0;0;146;62
17354;LAMB,NZ,IMP,INTERMUSCULAR FAT,CKD;2957;596;853;6244;0;0;0;139;82
17355;LAMB,NZ,IMP,INTERMUSCULAR FAT,RAW;2536;640;463;6853;126;0;0;72;75
17364;LAMB,NZ,IMP,KIDNEY,CKD,SOAKED & FRIED;7507;112;1978;356;18;0;0;147;508
17367;LAMB,NZ,IMP,KIDNEY,RAW;8102;84;1521;254;3;0;0;66;369
17405;LAMB,NZ,IMP,LEG CHOP/STEAK,BONE-IN,LN & FAT,CKD,FAST FRIED;6315;212;2426;1276;4;0;0;193;78
17072;LAMB,NZ,IMP,LEG CHOP/STEAK,BONE-IN,LN & FAT,RAW;6675;206;1864;1452;13;0;0;149;67
17400;LAMB,NZ,IMP,LEG CHOP/STEAK,BONE-IN,LN,CKD,FAST FRIED;6756;162;2631;635;0;0;0;203;78
17074;LAMB,NZ,IMP,LEG CHOP/STEAK,BONE-IN,LN,RAW;7435;126;211;464;0;0;0;164;66
17368;LAMB,NZ,IMP,LIVER,CKD,SOAKED & FRIED;646;168;258;656;148;0;0;54;566
17369;LAMB,NZ,IMP,LIVER,RAW;708;136;207;492;222;0;0;46;386
17406;LAMB,NZ,IMP,LOIN CHOP,LN & FAT,CKD,FAST FRIED;5012;332;215;2711;41;0;0;162;81
17076;LAMB,NZ,IMP,LOIN CHOP,LN & FAT,RAW;5689;298;154;2619;22;0;0;124;69
17398;LAMB,NZ,IMP,LOIN CHOP,LN,CKD,FAST FRIED;6021;208;2743;107;41;0;0;188;85
17078;LAMB,NZ,IMP,LOIN CHOP,LN,RAW;714;142;1998;688;0;0;0;152;66
17407;LAMB,NZ,IMP,LOIN SADDLE,LN & FAT,CKD,FAST RSTD;5822;274;2113;2098;1;0;0;144;76
17408;LAMB,NZ,IMP,LOIN SADDLE,LN & FAT,RAW;6004;273;1656;229;2;0;0;129;69
17386;LAMB,NZ,IMP,LOIN SADDLE,LN,CKD,FAST RSTD;683;162;2553;67;0;0;0;16;78
17387;LAMB,NZ,IMP,LOIN SADDLE,LN,RAW;735;131;2086;532;0;0;0;154;66
17409;LAMB,NZ,IMP,LOIN,BNLESS,LN & FAT,CKD,FAST RSTD;6664;157;2896;457;0;0;0;205;86
17410;LAMB,NZ,IMP,LOIN,BNLESS,LN & FAT,RAW;7437;122;2144;399;0;0;0;155;66
17388;LAMB,NZ,IMP,LOIN,BNLESS,LN,CKD,FAST RSTD;6669;156;2899;449;0;0;0;205;86
17389;LAMB,NZ,IMP,LOIN,BNLESS,LN,RAW;7454;120;215;377;0;0;0;155;66
17411;LAMB,NZ,IMP,NECK CHOPS,LN & FAT,CKD,BRSD;5128;307;2853;2143;3;0;0;214;116
17412;LAMB,NZ,IMP,NECK CHOPS,LN & FAT,RAW;647;231;1743;179;14;0;0;114;72
17393;LAMB,NZ,IMP,NECK CHOPS,LN,CKD,BRSD;5464;264;314;1536;0;0;0;228;121
17392;LAMB,NZ,IMP,NECK CHOPS,LN,RAW;7243;151;1984;797;0;0;0;124;71
17413;LAMB,NZ,IMP,NETTED SHLDR,ROLLED,BNLESS,L & F,CKD,SLOW RSTD;5645;287;2145;2233;5;0;0;133;78
17414;LAMB,NZ,IMP,NETTED SHLDR,ROLLED,BNLESS,LN & FAT,RAW;6247;252;169;2036;2;0;0;105;61
17394;LAMB,NZ,IMP,NETTED SHLDR,ROLLED,BNLESS,LN,CKD,SLOW RSTD;6422;199;2514;1091;0;0;0;138;79
17395;LAMB,NZ,IMP,NETTED SHLDR,ROLLED,BNLESS,LN,RAW;729;143;202;688;0;0;0;116;58
17419;LAMB,NZ,IMP,RACK - FULLY FRENCHED,LN & FAT,CKD,FAST RSTD;6476;195;2356;112;1;0;0;174;72
17420;LAMB,NZ,IMP,RACK - FULLY FRENCHED,LN & FAT,RAW;6953;169;1988;996;5;0;0;136;62
17396;LAMB,NZ,IMP,RACK - FULLY FRENCHED,LN,CKD,FAST RSTD;667;173;2439;838;0;0;0;176;72
17397;LAMB,NZ,IMP,RACK - FULLY FRENCHED,LN,RAW;7167;147;2061;712;0;0;0;14;62
17081;LAMB,NZ,IMP,RACK - PARTLY FRENCHED,LN & FAT,CKD,FAST RSTD;5966;253;2206;1829;4;0;0;157;76
17080;LAMB,NZ,IMP,RACK - PARTLY FRENCHED,LN & FAT,RAW;6278;240;1812;1852;13;0;0;13;66
17083;LAMB,NZ,IMP,RACK - PARTLY FRENCHED,LN,CKD,FAST RSTD;6496;193;2443;1063;0;0;0;165;76
17082;LAMB,NZ,IMP,RACK - PARTLY FRENCHED,LN,RAW;7024;160;2065;861;0;0;0;143;64
17415;LAMB,NZ,IMP,SQUARE-CUT SHLDR CHOPS,LN & FAT,CKD,BRSD;5014;322;2679;2386;5;0;0;174;95
17416;LAMB,NZ,IMP,SQUARE-CUT SHLDR CHOPS,LN & FAT,RAW;6118;275;1702;2284;23;0;0;106;63
17382;LAMB,NZ,IMP,SQUARE-CUT SHLDR CHOPS,LN,CKD,BRSD;5536;255;3106;1456;0;0;0;189;99
17383;LAMB,NZ,IMP,SQUARE-CUT SHLDR CHOPS,LN,RAW;7198;164;2062;908;0;0;0;118;59
17417;LAMB,NZ,IMP,SQUARE-CUT SHLDR,LN & FAT,CKD,SLOW RSTD;5593;294;2088;2339;3;0;0;141;72
17084;LAMB,NZ,IMP,SQUARE-CUT SHLDR,LN & FAT,RAW;6107;272;1616;2289;24;0;0;101;60
17399;LAMB,NZ,IMP,SQUARE-CUT SHLDR,LN,CKD,SLOW RSTD;6496;192;2508;1013;0;0;0;147;71
17086;LAMB,NZ,IMP,SQUARE-CUT SHLDR,LN,RAW;7251;154;1972;83;0;0;0;112;56
17362;LAMB,NZ,IMP,SUBCUTANEOUS FAT,CKD;2177;674;524;7228;62;0;0;7;66
17356;LAMB,NZ,IMP,SUBCUTANEOUS FAT,RAW;1917;703;387;7616;55;0;0;47;78
17374;LAMB,NZ,IMP,SWEETBREAD,CKD,SOAKED & SIMMRD;726;144;2113;661;0;0;0;106;462
17375;LAMB,NZ,IMP,SWEETBREAD,RAW;8578;72;11;316;0;0;0;54;160
17418;LAMB,NZ,IMP,TENDERLOIN,LN & FAT,CKD,FAST FRIED;6631;157;2787;5;0;0;0;211;94
17423;LAMB,NZ,IMP,TENDERLOIN,LN & FAT,RAW;7404;120;2043;422;1;0;0;162;69
17384;LAMB,NZ,IMP,TENDERLOIN,LN,CKD,FAST FRIED;6643;155;2794;481;0;0;0;212;94
17385;LAMB,NZ,IMP,TENDERLOIN,LN,RAW;7435;116;2053;381;0;0;0;163;69
17376;LAMB,NZ,IMP,TESTES,CKD,SOAKED & FRIED;7396;125;2101;456;0;0;0;169;523
17377;LAMB,NZ,IMP,TESTES,RAW;8501;68;114;238;14;0;0;114;393
17378;LAMB,NZ,IMP,TONGUE - SWISS CUT,CKD,SOAKED & SIMMRD;5874;272;1751;2204;86;0;0;174;126
17379;LAMB,NZ,IMP,TONGUE - SWISS CUT,RAW;665;225;1427;1861;0;0;0;125;88
17421;LAMB,NZ,IMP,TUN-BND LG,CHMP OFF,SHNK OFF,L & F,CKD,SL RSTD;6379;208;2341;1268;3;0;0;164;79
17380;LAMB,NZ,IMP,TUNNEL-BNED LG,CHMP OFF,SHNK OFF,LN,CKD,SLW RSTD;6814;159;2529;644;0;0;0;171;79
17381;LAMB,NZ,IMP,TUNNEL-BONED LEG,CHUMP OFF,SHANK OFF,LN,RAW;7443;121;2093;409;0;0;0;14;64
17422;LAMB,NZ,IMP,TUNNEL-BONED LG,CHUMP OFF,SHANK OFF,LN & FAT,RAW;7443;121;2093;409;0;;;14;64
17186;LAMB,VAR MEATS&BY-PRODUCTS,BRAIN,CKD,BRSD;7573;145;1255;1017;0;0;;168;2043
17187;LAMB,VAR MEATS&BY-PRODUCTS,BRAIN,CKD,PAN-FRIED;6071;273;1697;2219;0;0;;204;2504
17185;LAMB,VAR MEATS&BY-PRODUCTS,BRAIN,RAW;792;122;104;858;0;0;;175;1352
17192;LAMB,VAR MEATS&BY-PRODUCTS,HEART,CKD,BRSD;642;185;2497;791;193;0;;552;249
17191;LAMB,VAR MEATS&BY-PRODUCTS,HEART,RAW;7671;122;1647;568;21;0;;46;135
17196;LAMB,VAR MEATS&BY-PRODUCTS,KIDNEYS,CKD,BRSD;7045;137;2365;362;99;0;;124;565
17195;LAMB,VAR MEATS&BY-PRODUCTS,KIDNEYS,RAW;7923;97;1574;295;82;0;;638;337
17200;LAMB,VAR MEATS&BY-PRODUCTS,LIVER,CKD,BRSD;5667;220;3057;881;253;0;;828;501
17201;LAMB,VAR MEATS&BY-PRODUCTS,LIVER,CKD,PAN-FRIED;562;238;2553;1265;378;0;;102;493
17199;LAMB,VAR MEATS&BY-PRODUCTS,LIVER,RAW;7137;139;2038;502;178;0;;737;371
17206;LAMB,VAR MEATS&BY-PRODUCTS,LUNGS,CKD,BRSD;7583;113;1988;31;0;0;;457;284
17205;LAMB,VAR MEATS&BY-PRODUCTS,LUNGS,RAW;797;95;167;26;0;0;;64;
17209;LAMB,VAR MEATS&BY-PRODUCTS,MECHANICALLY SEPARATED,RAW;5868;276;1497;2354;0;0;;59;213
17211;LAMB,VAR MEATS&BY-PRODUCTS,PANCREAS,CKD,BRSD;5965;234;2283;1512;0;0;;212;400
17210;LAMB,VAR MEATS&BY-PRODUCTS,PANCREAS,RAW;7377;152;1484;982;0;0;;23;260
17215;LAMB,VAR MEATS&BY-PRODUCTS,SPLEEN,CKD,BRSD;6638;156;2646;477;0;0;;3867;385
17214;LAMB,VAR MEATS&BY-PRODUCTS,SPLEEN,RAW;7815;101;172;31;0;0;;4189;250
17221;LAMB,VAR MEATS&BY-PRODUCTS,TONGUE,CKD,BRSD;5786;275;2157;2028;0;0;;263;189
17220;LAMB,VAR MEATS&BY-PRODUCTS,TONGUE,RAW;666;222;157;1717;0;0;;265;156
11794;LAMBSQUARTERS,CKD,BLD,DRND,W/ SALT;889;32;32;7;5;21;62;7;0
11245;LAMBSQUARTERS,CKD,BLD,DRND,WO/SALT;889;32;32;7;5;21;62;7;0
11244;LAMBSQUARTERS,RAW;843;43;42;8;73;4;;12;0
11795;LEEKS,(BULB&LOWER LEAF-PORTION),CKD,BLD,DRND,W/SALT;908;31;81;2;762;1;211;11;0
11247;LEEKS,(BULB&LOWER LEAF-PORTION),CKD,BLD,DRND,WO/SALT;908;31;81;2;762;1;211;11;0
11246;LEEKS,(BULB&LOWER LEAF-PORTION),RAW;83;61;15;3;1415;18;39;21;0
11624;LEEKS,(BULB&LOWER-LEAF PORTION),FREEZE-DRIED;2;321;152;21;7465;104;;76;0
11972;LEMON GRASS (CITRONELLA),RAW;7058;99;182;49;2531;;;817;0
9150;LEMONS,RAW,WITHOUT PEEL;8898;29;11;3;932;28;25;6;0
11926;LENTILS,SPROUTED,CKD,STIR-FRIED,W/SALT;687;101;88;45;2125;;;31;0
11249;LENTILS,SPROUTED,CKD,STIR-FRIED,WO/SALT;687;101;88;45;2125;;;31;0
11248;LENTILS,SPROUTED,RAW;6734;106;896;55;2214;;;321;0
11250;LETTUCE,BUTTERHEAD (INCL BOSTON&BIBB TYPES),RAW;9563;13;135;22;223;11;94;124;0
11251;LETTUCE,COS OR ROMAINE,RAW;9461;17;123;3;329;21;119;97;0
11253;LETTUCE,GRN LEAF,RAW;9498;15;136;15;287;13;78;86;0
11252;LETTUCE,ICEBERG (INCL CRISPHEAD TYPES),RAW;9564;14;9;14;297;12;197;41;0
11257;LETTUCE,RED LEAF,RAW;9564;16;133;22;226;9;48;12;0
11714;LIMA BNS,IMMAT SEEDS,CKD,BLD,DRND,W/SALT;6717;123;681;32;2364;53;163;245;0
11032;LIMA BNS,IMMAT SEEDS,CKD,BLD,DRND,WO/SALT;6717;123;681;32;2364;54;163;245;0
11715;LIMA BNS,IMMAT SEEDS,CND,NO SALT,SOL&LIQUIDS;8117;71;407;29;1333;36;93;161;0
11033;LIMA BNS,IMMAT SEEDS,CND,REG PK,SOL & LIQUIDS;8117;71;407;29;1333;36;;161;0
11716;LIMA BNS,IMMAT SEEDS,FRZ,BABY,CKD,BLD,DRND,W/SALT;7235;105;665;3;1945;48;137;196;0
11040;LIMA BNS,IMMAT SEEDS,FRZ,BABY,CKD,BLD,DRND,WO/SALT;7235;105;665;3;1945;48;137;196;0
11039;LIMA BNS,IMMAT SEEDS,FRZ,BABY,UNPREP;6546;132;759;44;2514;6;;221;0
11717;LIMA BNS,IMMAT SEEDS,FRZ,FORDHOOK,CKD,BLD,DRND,W/SALT;7298;103;607;34;1932;53;134;182;0
11038;LIMA BNS,IMMAT SEEDS,FRZ,FORDHOOK,CKD,BLD,DRND,WO/SALT;7298;103;607;34;1932;53;134;182;0
11037;LIMA BNS,IMMAT SEEDS,FRZ,FORDHOOK,UNPREP;7205;106;64;35;1983;55;139;151;0
11031;LIMA BNS,IMMAT SEEDS,RAW;7024;113;684;86;2017;49;148;314;0
9159;LIMES,RAW;8826;30;7;2;1054;28;169;6;0
9165;LITCHIS,DRIED;223;277;38;12;707;46;661;17;0
9164;LITCHIS,RAW;8176;66;83;44;1653;13;1523;31;0
9167;LOGANBERRIES,FROZEN;8461;55;152;31;1302;53;77;64;0
9173;LONGANS,DRIED;176;286;49;4;74;;;54;0
9172;LONGANS,RAW;8275;60;131;1;1514;11;;13;0
9174;LOQUATS,RAW;8673;47;43;2;1214;17;;28;0
11796;LOTUS ROOT,CKD,BLD,DRND,W/SALT;8142;66;158;7;1602;31;;9;0
11255;LOTUS ROOT,CKD,BLD,DRND,WO/SALT;8142;66;158;7;1602;31;5;9;0
11254;LOTUS ROOT,RAW;791;74;26;1;1723;49;;116;0
12013;LOTUS SEEDS,DRIED;1416;332;1541;197;6447;;;353;0
11986;MALABAR SPINACH,COOKED;925;23;298;78;271;21;;148;0
9175;MAMMY-APPLE,(MAMEY),RAW;862;51;5;5;125;3;;7;0
9178;MANGO,DRIED,SWTND;166;319;245;118;7858;24;6627;23;0
9176;MANGOS,RAW;8346;60;82;38;1498;16;1366;16;0
9177;MANGOSTEEN,CND,SYRUP PK;8094;73;41;58;1791;18;;3;0
9328;MARASCHINO CHERRIES,CND,DRND;5727;165;22;21;4197;32;3877;43;0
7972;MEATBALLS,FRZ,ITALIAN STYLE;5367;286;144;2221;806;23;347;177;66
9185;MELON BALLS,FROZEN;9026;33;84;25;794;7;;29;0
9181;MELONS,CANTALOUPE,RAW;9015;34;84;19;816;9;786;21;0
9183;MELONS,CASABA,RAW;9185;28;111;1;658;9;569;34;0
9184;MELONS,HONEYDEW,RAW;8982;36;54;14;909;8;812;17;0
1110;MILK SHAKES,THICK CHOC;722;119;305;27;2115;3;2085;31;11
1111;MILK SHAKES,THICK VANILLA;7445;112;386;303;1775;0;1775;1;12
1076;MILK SUBSTITUTES,FLUID,W/LAURIC ACID OIL;8818;61;175;341;616;0;;39;0
1088;MILK,BTTRMLK,FLUID,CULTURED,LOWFAT;9013;40;331;88;479;0;479;5;4
1230;MILK,BTTRMLK,FLUID,WHL;8791;62;321;331;488;0;488;3;11
1094;MILK,BUTTERMILK,DRIED;297;387;343;578;49;0;49;3;69
1105;MILK,CHOC BEV,HOT COCOA,HOMEMADE;8245;77;352;234;1074;1;966;42;8
1292;MILK,CHOC,FAT FREE,W/ ADDED VIT A & VITAMIN D;8234;67;339;0;1346;0;932;27;2
1103;MILK,CHOC,FLUID,COMM,RED FAT;8217;76;299;19;1213;7;955;24;8
1202;MILK,CHOC,FLUID,COMM,RED FAT,W/ ADDED CA;8217;78;299;19;1213;7;955;24;8
1102;MILK,CHOC,FLUID,COMM,WHL,W/ ADDED VIT A & VITAMIN D;823;83;317;339;1034;8;954;24;12
1104;MILK,CHOC,LOWFAT,W/ ADDED VIT A & VITAMIN D;8491;62;346;1;986;1;994;23;5
1095;MILK,CND,COND,SWTND;2716;321;791;87;544;0;544;19;34
1097;MILK,CND,EVAP,NONFAT,W/ ADDED VIT A & VITAMIN D;794;78;755;2;1135;0;1135;29;4
1096;MILK,CND,EVAP,W/ ADDED VITAMIN D & WO/ ADDED VIT A;7404;134;681;756;1004;0;1004;19;29
1153;MILK,CND,EVAP,W/ VIT A;7404;134;681;756;1004;0;;19;29
1214;MILK,CND,EVAP,WO/ ADDED VIT A & VITAMIN D;7404;135;681;756;1004;0;1004;19;29
1291;MILK,CND,EVAP,WO/ VIT A;7404;107;667;2;1574;0;667;19;0
1093;MILK,DRY,NONFAT,CA RED;49;354;355;2;518;0;;32;2
1092;MILK,DRY,NONFAT,INST,W/ ADDED VIT A & VITAMIN D;396;358;351;72;5219;0;5219;31;18
1155;MILK,DRY,NONFAT,INST,WO/ ADDED VIT A & VITAMIN D;396;358;351;72;5219;0;5219;31;18
1154;MILK,DRY,NONFAT,REG,W/ ADDED VIT A & VITAMIN D;316;362;3616;77;5198;0;5198;32;20
1091;MILK,DRY,NONFAT,REG,WO/ ADDED VIT A & VITAMIN D;316;362;3616;77;5198;0;5198;32;20
1090;MILK,DRY,WHL,W/ ADDED VITAMIN D;247;496;2632;2671;3842;0;3842;47;97
1212;MILK,DRY,WHL,WO/ ADDED VITAMIN D;247;496;2632;2671;3842;0;3842;47;97
1059;MILK,FILLED,FLUID,W/BLEND OF HYDR VEG OILS;8767;63;333;346;474;0;;5;2
1060;MILK,FILLED,FLUID,W/LAURIC ACID OIL;8773;63;333;34;474;0;474;5;2
1175;MILK,FLUID,1% FAT,WO/ ADDED VIT A & VIT D;8992;42;337;97;499;0;52;3;5
1106;MILK,GOAT,FLUID,W/ ADDED VITAMIN D;8703;69;356;414;445;0;445;5;11
1107;MILK,HUMAN,MATURE,FLUID;875;70;103;438;689;0;689;3;14
43543;MILK,IMITATION,NON-SOY;90;46;16;2;53;0;53;1;0
1108;MILK,INDIAN BUFFALO,FLUID;8339;97;375;689;518;0;;12;19
1089;MILK,LO NA,FLUID;882;61;31;346;446;0;446;5;14
1084;MILK,LOWFAT,FLUID,1% MILKFAT,PROT FORT,W/ ADDED VIT A & D;8874;48;393;117;552;0;;6;4
1083;MILK,LOWFAT,FLUID,1% MILKFAT,W/ ADD NONFAT MILK SOL,VIT A/ D;8981;43;348;97;497;0;;5;4
1082;MILK,LOWFAT,FLUID,1% MILKFAT,W/ ADDED VIT A & VITAMIN D;8992;42;337;97;499;0;52;3;5
1087;MILK,NONFAT,FLUID,PROT FORT,W/ ADD VIT A & D (FAT FREE/SKIM);8936;41;396;25;556;0;;6;2
1086;MILK,NONFAT,FLUID,W/ ADDED NONFAT MILK SOL,VIT A & VIT D;9038;37;357;25;502;0;502;5;2
1085;MILK,NONFAT,FLUID,W/ ADDED VIT A & VIT D (FAT FREE OR SKIM);9084;34;337;8;496;0;509;3;2
1151;MILK,NONFAT,FLUID,WO/ ADDED VIT A & VIT D (FAT FREE OR SKIM);9084;34;337;8;496;0;509;3;2
1078;MILK,PRODUCER,FLUID,3.7% MILKFAT;8769;64;328;366;465;0;;5;14
1081;MILK,RED FAT,FLUID,2% MILKFAT,PROT FORT,W/ ADDED VIT A & D;8771;56;395;198;549;0;526;6;8
1080;MILK,RED FAT,FLUID,2% MILKFAT,W/ ADDED NFMS, VIT A & VIT D;8886;51;348;192;497;0;;5;8
